,Rel_BreitGross,RelSpitze_oben,RelSpitze_unten,Anzahl_Linie,Anzahl_Ecken,Anzahl_Kreis,Label
312,0.3742424472216884,1.0,1.0,4,4,1,1
313,0.5815217391304348,0.9345794392523364,0.9439252336448598,0,1,0,1
314,0.2664899279990403,1.0,0.5324283559577677,15,20,0,1
315,0.9075057621241773,0.49390243902439024,0.4146341463414634,7,3,0,1
316,0.2862129144851658,0.8353658536585366,0.6707317073170732,5,3,1,1
317,0.2999325350076875,0.7739130434782608,0.45217391304347826,5,21,0,1
318,0.28608593608811583,0.6296296296296297,0.8185185185185185,1,2,0,1
319,0.3648393194706994,0.7253886010362695,0.44559585492227977,4,12,0,1
320,0.29538054412366527,0.9737171464330413,0.8986232790988736,0,5,0,1
321,0.22297297297297297,0.9851351351351352,0.9932432432432432,3,9,0,1
322,0.19868041875149525,0.23473541383989144,0.3677069199457259,34,9,0,1
323,0.20974939516014798,0.017509727626459144,0.519455252918288,12,11,1,1
324,0.2501866161183949,0.688293370944993,0.8265162200282088,5,2,1,1
325,0.17563203657686202,0.013533834586466165,0.48872180451127817,0,11,0,1
326,0.3229474983082584,0.14382402707275804,0.5905245346869712,7,3,0,1
327,0.6184117018149515,0.7268518518518519,0.4837962962962963,1,19,0,1
328,0.33880198482491464,0.9945945945945946,0.9927927927927928,11,5,0,1
329,0.4115776604384383,1.0,0.4315352697095436,18,4,1,1
330,0.31856540084388185,0.6490066225165563,0.2781456953642384,4,4,0,1
331,0.2503363703432155,1.0,0.5108005082592122,12,32,1,1
332,0.226564322041698,1.0,0.5287009063444109,4,1,1,1
333,0.2751677852348993,0.9892617449664429,0.9932885906040269,2,3,0,1
334,0.3588081581410264,0.985632183908046,0.9669540229885057,4,9,1,1
335,0.21587743732590528,0.9032258064516129,1.0,1,1,1,1
336,0.4270947216685863,0.9821109123434705,0.9821109123434705,4,7,0,1
337,0.46553564485556437,0.29893778452200304,0.26858877086494687,7,4,0,1
338,0.31553025537561985,1.0,0.3710691823899371,22,2,1,1
339,0.24539640462901077,1.0,1.0,9,12,0,1
340,0.2902629941888013,0.027137042062415198,0.6309362279511533,4,2,1,1
341,0.5272483595152728,1.0,0.7294117647058823,4,14,1,1
342,0.1853454215214187,0.036,0.47733333333333333,7,3,0,1
343,0.42684740625664,0.985663082437276,0.985663082437276,6,3,0,1
344,0.25352211415438763,0.0617906683480454,0.5258511979823455,16,4,0,1
345,0.5284969436843993,1.0,0.41602465331278893,14,11,0,1
346,0.27641009467917654,1.0,0.47104851330203446,7,3,0,1
347,0.9874843554443054,0.8948685857321652,0.8748435544430538,8,13,0,1
348,0.21070692790555767,0.01949317738791423,0.5224171539961013,10,8,1,1
349,0.2417739613674462,0.9940828402366864,0.9881656804733728,4,69,1,1
350,0.32,0.6447368421052632,0.27631578947368424,8,5,1,1
351,0.29307282415630553,0.8242424242424242,0.6545454545454545,4,5,0,1
352,0.3602080624187256,0.8916967509025271,0.5848375451263538,6,4,0,1
353,0.2550491041555454,1.0,0.5531914893617021,13,8,0,1
354,0.7896694476442366,0.3938356164383562,0.3886986301369863,2,30,0,1
355,0.3502563177871742,0.6568265682656826,0.7859778597785978,1,2,1,1
356,0.33788097928655253,0.19145802650957292,0.19293078055964655,4,7,0,1
357,0.1988804930499944,1.0,0.48743718592964824,26,10,0,1
358,0.40959573216094053,1.0,0.45255474452554745,25,7,0,1
359,0.3596011702701541,0.9414556962025317,0.23575949367088608,1,2,0,1
360,0.293213828425096,0.9807938540332907,0.9846350832266325,6,10,1,1
361,0.3712248221845636,0.9937888198757764,0.906832298136646,1,10,0,1
362,0.327131891399379,0.079002079002079,0.498960498960499,7,6,0,1
363,0.41221309466627243,0.9742489270386266,0.7939914163090128,8,4,0,1
364,0.3086190302401517,1.0,0.48158640226628896,5,3,0,1
365,0.2934901775530939,0.16063675832127353,0.44573082489146165,9,12,1,1
366,0.17372217401105644,0.9407313997477932,0.9621689785624212,12,3,1,1
367,0.4188839181675704,0.24521739130434783,0.48,13,6,0,1
368,0.27528169275563774,1.0,0.5376175548589341,13,28,1,1
369,0.2502510780193605,1.0,0.9934640522875817,4,11,1,1
370,0.3326834850202217,0.27770360480640854,0.27770360480640854,3,3,0,1
371,0.24161974997177627,0.017743979721166033,0.42839036755386567,15,3,0,1
372,0.4295858000744124,0.9838998211091234,0.9856887298747764,4,38,0,1
373,0.32355559031182646,0.14695945945945946,0.589527027027027,9,3,0,1
374,0.41450125872590465,1.0,0.37900874635568516,5,2,1,1
375,0.25969512829188346,1.0,0.43191196698762035,9,19,1,1
376,0.22888665299777539,0.04028776978417266,0.48201438848920863,17,14,0,1
377,0.18506612597819777,0.03333333333333333,0.4786666666666667,4,2,0,1
378,0.32388663967611336,0.9838056680161943,0.9851551956815114,7,14,1,1
379,0.2393735384592157,0.6231292517006802,0.8217687074829932,5,2,1,1
380,0.27994575213676104,1.0,0.4007537688442211,22,2,1,1
381,0.34088880111053027,0.20270270270270271,0.6177606177606177,4,5,0,1
382,0.4526850213023378,0.13892365456821026,0.5356695869837297,4,1,1,1
383,0.2321479034141791,0.9930795847750865,0.9930795847750865,4,10,0,1
384,0.1893296276804227,0.15143929912390489,0.5607008760951189,7,0,0,1
385,0.3039294033451372,0.09887359198998748,0.5444305381727159,12,4,0,1
386,0.3241551671271168,0.9987484355444305,0.9987484355444305,7,8,0,1
387,0.3245899672511297,0.06790123456790123,0.522633744855967,7,8,0,1
388,0.24034334763948498,0.9940476190476191,0.9880952380952381,0,3,1,1
389,0.35471204188481675,0.988929889298893,0.6863468634686347,3,8,0,1
